"Артикул (SKU)";"ID товара";"Внутренний UID";Название;"Краткое описание";"Полное описание";Цена;Валюта;"В наличии";Количество;"Категория (основная)";"Все категории (через ;)";Галерея;Метка;Сертификат;"Главное фото";"Все фото (через |)";"Кол-во фото";"Длина (мм)";"Ширина (мм)";"Высота (мм)";"Вес (г)";"Это вариант";"Артикул родителя";"URL на сайте";"URL главного фото"
550075728551;550075728551;4vUHozK6r4FGJ888564z;"Владимир Капличный, Юрий Пшеничников, Альберт Шестернёв, Эдуард Малофеев, Йожеф Сабо и другие";"Фото с автографами";"Альберт Шестернёв — советский футболист, защитник и тренер, чемпион СССР и футболист года страны (1970). Вошел в десятку лучших футболистов Европы по версии еженедельника «Франс Футбол».Юрий Пшеничников — советский футболист и вратарь, который в 1968 году был признан лучшим вратарем страны.Владимир Капличный — защитник и футбольный тренер, пять раз входивший в число «33 лучших футболистов сезона в СССР», трижды под номером 1.Эдуард Малофеев — советский и белорусский футбольный тренер, занимавший пост главного тренера сборной СССР в 1984–1986 годах.Йожеф Сабо — советский футболист и украинский тренер, который выступал на позиции полузащитника и пять раз возглавлял клубы страны.В интерьере это фото станет отличным акцентом в кабинете или личном пространстве истинного ценителя футбольной истории.";650000;RUB;true;1;Спорт;"Спорт;Мужчине;Руководителю;Россия (общий);Все RU;Футбол;Спартак";"Dream House";;5281;https://stargift.ru/media/b703419380de93a70df6c72db2d02333.jpg;https://stargift.ru/media/b703419380de93a70df6c72db2d02333.jpg|https://stargift.ru/media/532e884fede5669d887a18752e638c5e.jpg|https://stargift.ru/media/cab76859966a32cbad0b23196c8271a2.jpg|https://stargift.ru/media/7e9d3586f4350f76b4755486a99aa768.jpg|https://stargift.ru/media/5156611a9fcf20f9fc1425f74d1e6c4d.jpg;5;550;25;460;;false;;https://stargift.ru/product/550075728551-vladimir-kaplichnyy-yuriy-pshenichnikov-albert-shesternev-eduard-malofeev-yozhef-sabo-i-drugie;https://stargift.ru/media/b703419380de93a70df6c72db2d02333.jpg
294528949221;294528949221;d1ciVJoFZD3KEBd4YmOJ;"Александр Флеминг";"Карточка с автографом";"Сэр Александр Флеминг — британский микробиолог, известный благодаря открытию лизоцима и выделению пенициллина из плесневых грибов Penicillium notatum, что положило начало эре антибиотиков.Несмотря на его значительный вклад, Флеминг не смог разработать методы массового производства пенициллина, и эту задачу выполнили другие ученые, что способствовало широкому распространению антибиотиков. В 1945 году он был удостоен Нобелевской премии по физиологии или медицине, совместно с Эрнстом Борхом и Ховардом Флори.Интересно, что Флеминг оставил свой автограф в альбоме, который был популярным среди ценителей начала и середины XX века, когда увлечение автографами достигло своего пика.";630000;RUB;true;1;Наука;"Наука;Медицина;История;Другое - Общее;Биология;Медику;Учителю;Бизнес и индустрия";"Времена года";;;https://stargift.ru/media/e22e702a83194f392915f36bc6fed073.jpg;https://stargift.ru/media/e22e702a83194f392915f36bc6fed073.jpg|https://stargift.ru/media/cd06144ab47b80ecba3fcd968a0d765c.jpg|https://stargift.ru/media/0317bb961316c28841e8036b09b8cabc.jpg;3;160;1;100;;false;;https://stargift.ru/product/294528949221-aleksandr-fleming;https://stargift.ru/media/e22e702a83194f392915f36bc6fed073.jpg
117407088011;117407088011;X1Jtd0CH1kbvhFreZddj;"Wines and Cognacs of Georgia";"Книга. Москва, 1965 год";"Книга «Wines and Cognacs of Georgia». Москва, 1965 годКнига освещает богатое культурное наследие Грузии, уделяя внимание разнообразным сортам вин и коньяков, их особенностям и истории производства. В издании также представлены регионы виноделия и известные винодельческие предприятия, а также рекомендации по дегустации грузинских напитков.Издание будет интересным как специалистам, так и любителям, ценящим высокое качество и традиции.В интерьере книга может занять достойное место на полке библиотеки или кофейном столике, добавляя изысканность и культурную ноту в атмосферу дома.";150000;RUB;true;1;"Другое история";"Другое история;Все RU;Книги;Новый год;История;Другое - Общее;Табак и алкоголь;Бизнес и индустрия";"Dream House";;4368;https://stargift.ru/media/c50c00e57a5d4a5ca0000dcb86e1938b.jpg;https://stargift.ru/media/c50c00e57a5d4a5ca0000dcb86e1938b.jpg|https://stargift.ru/media/c3249193ba3669dce564a2d20b93ea10.jpg|https://stargift.ru/media/eff373c809f1291b7c250dabeb6a60d0.jpg|https://stargift.ru/media/00c792d7f6a1ff87584f6694219b3a13.jpg|https://stargift.ru/media/27515dd0281faaf433369aebea67d80c.jpg|https://stargift.ru/media/db3157859065b373633d88934b3eca01.jpg;6;220;15;295;;false;;https://stargift.ru/product/117407088011-wines-and-cognacs-of-georgia;https://stargift.ru/media/c50c00e57a5d4a5ca0000dcb86e1938b.jpg
558416472401;558416472401;XLBodDUVtZlfHuEmIPbO;"Свердловский рок-клуб";"Фрагмент сцены";"Свердловский рок-клубСвердловский рок-клуб — это творческая организация, существовавшая в Свердловске в 1986-1991 годах. Он стал площадкой для рок-музыкантов, предоставляя возможность выступать десятку любительских групп, что способствовало карьерам таких коллективов как «Наутилус Помпилиус», «Агата Кристи», «Чайф» и других.Создание клуба стало одним из последних указаний первого секретаря свердловского обкома КПСС Бориса Ельцина перед его отъездом в Москву. Открытие состоялось 15 марта 1986 года, и, невзирая на цензуру, условия для рок-музыки заметно улучшились, что позволило организовывать регулярные концерты и фестивали.В интерьереФрагмент сцены станет выразительным акцентом в любом пространстве, подчеркивая интерес к музыкальной культуре и наследию. Он прекрасно дополнит как стильные офисные помещения, так и уютные домашние кабинеты.";350000;RUB;true;1;Мужчине;"Мужчине;Все RU;Руководителю;Музыка;Рок";"Dream House";Новинка;;https://stargift.ru/media/555ecec3ecfc02415d723ca60c99b215.jpg;https://stargift.ru/media/555ecec3ecfc02415d723ca60c99b215.jpg|https://stargift.ru/media/1d20c19681b64f28faac9ab053d21bd5.jpg;2;221;45;221;;false;;https://stargift.ru/product/558416472401-sverdlovskiy-rok-klub;https://stargift.ru/media/555ecec3ecfc02415d723ca60c99b215.jpg
767149678931;767149678931;JVE5axAY5ua9Zp2O8ozr;"Галина Кулaкова, Леван Тедиашвили, Борис Лагутин, Татьяна Казанкина, Вера Колесникова и другие";"Книга с автографами советских Олимпийских чемпионов";"Книга была подарена Валентине Паршиной — советскому передовику сельскохозяйственного производства и герою Социалистического Труда.Галина Кулaкова — советская лыжница, четырёхкратная олимпийская чемпионка, а также пятикратная чемпионка мира и 39-кратная чемпионка СССР. Леван Тедиашвили — двукратный чемпион Олимпийских игр (1972, 1976), чемпион мира по вольной борьбе и самбо. Борис Лагутин — двукратный олимпийский чемпион по боксу.Книга станет изысканным акцентом в любом интерьере, подчеркивая интерес к истории спорта и достижениям советских атлетов.";1000000;RUB;true;1;"Все RU";"Все RU;Спорт;Книги;Мужчине;Руководителю";Гименей;Новинка;8537;https://stargift.ru/media/ee139fa77fbbb62cbb676d3f8707119c.jpg;https://stargift.ru/media/ee139fa77fbbb62cbb676d3f8707119c.jpg|https://stargift.ru/media/5e5eca2df8b190fd3a437381cdf69183.jpg|https://stargift.ru/media/321df4b75325260121a3b135a59533af.jpg|https://stargift.ru/media/9558dc206150feeb392ab219ff02df54.jpg|https://stargift.ru/media/becfeed776fa1b31617d4788ea883c1f.jpg;5;225;15;295;;false;;https://stargift.ru/product/767149678931-galina-kulakova-levan-tediashvili-boris-lagutin-tatyana-kazankina-vera-kolesnikova-i-drugie;https://stargift.ru/media/ee139fa77fbbb62cbb676d3f8707119c.jpg
483547544231;483547544231;6jn1EntM4l1gkyI5HLy8;"Жизнь животных в фотографиях с натуры";"Книга. Корниш Ч.Д., Москва, 1901 год";"Чарльз Джон Корниш — британский натуралист, писатель и журналист, известный своими трудами по зоологии и естественной истории. Он сотрудничал с журналом The Spectator и является автором книг, таких как «Жизнь в зоопарке» и «Натуралист на Темзе». Корниш стремился сделать знания о природе доступными для широкой публики.Книга «Жизнь животных в фотографиях с натуры» представляет собой иллюстрированное издание, в котором собраны фотографии и рисунки, демонстрирующие разнообразие животного мира. Это издание стало значимой частью двухтомника, который пользовался популярностью в свое время.В интерьере такое издание станет изысканным акцентом, подчеркнув интерес к естественным наукам и культуре.";120000;RUB;true;1;"Другое история";"Другое история;Все RU;Книги;История;Биология;Другое - Общее;Медику;Бизнес и индустрия";"Dream House";;;https://stargift.ru/media/cbeb2e77b22df700ef4c27cac17fa380.jpg;https://stargift.ru/media/cbeb2e77b22df700ef4c27cac17fa380.jpg|https://stargift.ru/media/10a6d85750d1f297b90f948d786a0553.jpg|https://stargift.ru/media/f24dbb5a0e01473dee03ec73aa037881.jpg|https://stargift.ru/media/a7d12200ba2202ac8d7aec97bbff1f4e.jpg|https://stargift.ru/media/c5535fe9d076db99b4f8d3a123362405.jpg;5;230;35;282;;false;;https://stargift.ru/product/483547544231-zhizn-zhivotnykh-v-fotografiyakh-s-natury;https://stargift.ru/media/cbeb2e77b22df700ef4c27cac17fa380.jpg
899359784941;899359784941;MkZoD5gGxxgFlyD0ARuk;"Основные сочинения Артура Шопенгауэра";"Книги. В 2-х томах. В пер. Ю.И. Айхенвальда, Москва, 1900 год";"Артур Шопенгауэр — выдающийся немецкий философ, чьи идеи стали основой для многих направлений в философии и психологии. Его глубокое увлечение немецким романтизмом и мистикой, а также высокое уважение к работам Иммануила Канта, оказали значительное влияние на развитие философской мысли. В его кабинете находились бюст Канта и бронзовая статуэтка Будды, что подчеркивало его интерес к восточной философии.Такие произведения отлично дополнят библиотеку как классического, так и современного интерьера, добавляя нотку интеллектуального шарма. Они могут стать изысканным акцентом на полке или в кабинете.";250000;RUB;true;1;Мужчине;"Мужчине;Все RU;Книги;Руководителю;Женщине;История;Литература;Психология и философия;Другое - Общее;Бизнес и индустрия";"Времена года";;;https://stargift.ru/media/8ff1f54e543532a7ca4219368369598a.jpg;https://stargift.ru/media/8ff1f54e543532a7ca4219368369598a.jpg|https://stargift.ru/media/07b06375afa5a2749a8586efd8ba834e.jpg|https://stargift.ru/media/037fb788d0fa40d865046749f9080ada.jpg|https://stargift.ru/media/ad6f2b0d2f37274641a9a94f3a7929da.jpg|https://stargift.ru/media/e645ee82b30c0968c37965304775873c.jpg|https://stargift.ru/media/69ca7913cc67010bfa770320955c25ef.jpg|https://stargift.ru/media/b2d59d770a0a6502460db0254f48081c.jpg;7;240;30;170;;false;;https://stargift.ru/product/899359784941-osnovnye-sochineniya-artura-shopengauera;https://stargift.ru/media/8ff1f54e543532a7ca4219368369598a.jpg
105957993641;105957993641;3dNZEcEbYcoePTzKK9eU;"Вячеслав Чанов";"Фото с автографом";"Вячеслав Чанов — советский вратарь и российский тренер, с 1995 года с перерывами работавший тренером вратарей в ЦСКА. Его работа с командой привела к успешному развитию таких вратарей, как Игорь Акинфеев, Владимир Габулов и Вениамин Мандрыкин.Чанов принадлежит к известной «вратарской династии», где его отец и младший брат также стали известными вратарями. До 19 июня 2008 года он был рекордсменом отечественного футбола по количеству отражённых пенальти (12), а в настоящее время это достижение принадлежит Игорю Акинфееву (19). Вячеслав Чанов также является членом Клуба Льва Яшина, объединяющего выдающихся вратарей.Это фото станет элегантным дополнением для ценителей и ценителей футбольной истории.";90000;RUB;true;1;Мужчине;"Мужчине;Все RU;Футбол;Спорт";"Времена года";;;https://stargift.ru/media/a97526a24f93ef073632712006f2eb9e.jpg;https://stargift.ru/media/a97526a24f93ef073632712006f2eb9e.jpg|https://stargift.ru/media/fd2c9d06e79675ad5a293cefa99cdaf5.jpg;2;100;1;150;;false;;https://stargift.ru/product/105957993641-vyacheslav-chanov;https://stargift.ru/media/a97526a24f93ef073632712006f2eb9e.jpg
135406267881;135406267881;ehMP4AEPlBvjD5J2gcyO;"Очерки из всемирной истории";"Книга. Петров М.Н., Санкт-Петербург, 1896 год";"Книга «Очерки из всемирной истории». Петров М.Н., Санкт-Петербург, Издательство «Санкт-Петербург», 1896 год.Данная работа была издана в конце XIX века, в период, когда интерес к истории как науке и искусству значительно возрастал, что способствовало распространению подобных изданий.Эта книга станет достойным дополнением как библиотеки историка, так и уютного домашнего кабинета, подчеркивая эрудицию и интерес к культурному наследию.";250000;RUB;true;1;;;;;;https://stargift.ru/media/04b65e981caef3e2aadb0fe51d4788e8.jpg;https://stargift.ru/media/04b65e981caef3e2aadb0fe51d4788e8.jpg|https://stargift.ru/media/2e3bfafc68989f0bae1c536654b5b06f.jpg|https://stargift.ru/media/a034b5a998cb22ffa64944601a59c3df.jpg|https://stargift.ru/media/f8036fff32fa2cd5e61873cef1a7a02d.jpg|https://stargift.ru/media/a07b1938cf5b31643518302822891831.jpg;5;160;27;232;;false;;https://stargift.ru/product/135406267881-ocherki-iz-vsemirnoy-istorii;https://stargift.ru/media/04b65e981caef3e2aadb0fe51d4788e8.jpg
281401828431;281401828431;kldIxzt1IN1V9pAYfp97;"Три яда: табак, алкоголь и сифилис";"Книга. Ильинский А. И., Москва, 1887 год";"Книга «Три яда: табак, алкоголь и сифилис». Ильинский А. И., Москва, 1887 годКнига содержит просветительское сочинение, в котором автор стремится сделать науку более доступной для широкой аудитории. Основной целью работы является противостояние трем наиболее опасным аспектам жизни человека — злоупотреблению табаком и алкоголем, а также заболеванию сифилисом.Работа Ильинского отражает актуальные проблемы своего времени и предлагает научно-популярные подходы к их преодолению.Книга органично впишется в библиотеку как любителей истории медицины, так и тех, кто интересуется вопросами общественного здоровья.";250000;RUB;true;1;"Другое история";"Другое история;Мужчине;Все RU;Книги;Медицина;История;Табак и алкоголь;Другое - Общее;Медику;Бизнес и индустрия";"Времена года";;;https://stargift.ru/media/e532603ef5de2dd2250327b0cc137a1e.jpg;https://stargift.ru/media/e532603ef5de2dd2250327b0cc137a1e.jpg|https://stargift.ru/media/c8c8a68a04dbd60908791e006e211f47.jpg|https://stargift.ru/media/8ee8ed899f88c2e11b9f650a6eb42714.jpg|https://stargift.ru/media/49d11c3238e59f7d024354c58e53fb2d.jpg;4;150;15;215;;false;;https://stargift.ru/product/281401828431-tri-yada-tabak-alkogol-i-sifilis;https://stargift.ru/media/e532603ef5de2dd2250327b0cc137a1e.jpg
981371361521;981371361521;K9ZYZvUUgCnhIP7HeIKo;"Валерий Рейнгольд";"Фото с собственноручным обращением и автографом";"Валерий Рейнгольд — советский футболист, занимавший позиции крайнего нападающего и полузащитника. Он начал свою карьеру в юношеской команде «Спартака», куда попал после успешного выступления на Спартакиаде учащихся, несмотря на протесты динамовцев, желавших его удержать.В 1959 году Рейнгольд стал обладателем Кубка СССР по футболу среди производственных коллективов, играя в команде с такими известными хоккеистами, как Старшинов и братья Майоровы.Данный предмет станет элегантным акцентом в интерьере, особенно в кабинете или гостиной, где ценятся спортивные достижения.";90000;RUB;true;1;Мужчине;"Мужчине;Все RU;Футбол;Спорт;Спартак";"Времена года";;;https://stargift.ru/media/c8a98243d665a92b384844db8016b06d.jpg;https://stargift.ru/media/c8a98243d665a92b384844db8016b06d.jpg|https://stargift.ru/media/6fe31f8343d4f8d11e3cbd741b91c26f.jpg|https://stargift.ru/media/ee4a89d209592d0286e456a1f1f54c77.jpg;3;100;1;150;;false;;https://stargift.ru/product/981371361521-valeriy-reyngold;https://stargift.ru/media/c8a98243d665a92b384844db8016b06d.jpg
847014998871;847014998871;3xpUzp5AR1k63AhyIebU;"Прелюдии: философские статьи и речи";"Книга. Виндельбанд В., Санкт-Петербург,1904 год";"Книга происходит из личной библиотеки Николая Лосского — русского философа, в пользовательском переплёте, с золотым тиснением на корешке.Вильгельм Виндельбанд (1848–1915) – немецкий философ-идеалист, один из классиков историко-философской науки, ученик Куно Фишера, глава Баденской школы неокантианства. Преподавал философию в Лейпцигском, Цюрихском, Фрейбургском, Страсбургском и Гейдельбергском университетах. Виндельбанд принадлежал к числу наиболее талантливых представителей немецкой философии конца XIX - начала ХХ вв. Он построил собственное учение на основе философии И. Канта.Книга станет изысканным дополнением библиотеки и подчеркнёт утончённый вкус владельца.";250000;RUB;true;1;Мужчине;"Мужчине;Все RU;Книги;Руководителю;Женщине;Другое - Общее;Психология и философия;Бизнес и индустрия";;;;https://stargift.ru/media/58ee5650d91d7e6593fd57f022f75786.jpg;https://stargift.ru/media/58ee5650d91d7e6593fd57f022f75786.jpg|https://stargift.ru/media/15154243337df3631c513348e99cf083.jpg|https://stargift.ru/media/a9bf42989aa93efeed69240fb3ec0db6.jpg;3;;;;;false;;https://stargift.ru/product/847014998871-prelyudii-filosofskie-stati-i-rechi;https://stargift.ru/media/58ee5650d91d7e6593fd57f022f75786.jpg
873250943881;873250943881;eobFDgogsN3yLTm2XGjh;"Николай Цискаридзе, Никита Симонян, Анастасия Волочкова, Федор Черенков, Олег Блохин и другие";"Накладка с автографами";"Подписана на лицевой стороне О.В. Знарком, О.В. Блохиным и другими; на оборотной стороне — А.Ю. Волочковой, Н.П. Симоняном, Ф.Ф. Черенковым, С.К. Крикалёвым, Н.М. Цискаридзе и другими.Николай Цискаридзе — российский артист балета и педагог, который с 1992 по 2013 год занимал пост премьер-балетмейстера Большого театра. Каждый год в день своего рождения, 31 декабря, он исполняет роль в балете «Щелкунчик», что стало для него символом праздника с детства.Никита Симонян — известный советский и российский футболист, тренер и функционер, который считается одним из лучших бомбардиров в истории клуба.Данная накладка станет стильным акцентом в любом интерьере, подчеркивая приверженность к культуре и искусству, а также любовь к спорту.";650000;RUB;true;1;Спорт;"Спорт;Мужчине;Руководителю;Все RU;Футбол;Балет";"Времена года";;;https://stargift.ru/media/523d82fb47b911c415474c2d24225d6d.jpg;https://stargift.ru/media/523d82fb47b911c415474c2d24225d6d.jpg|https://stargift.ru/media/509a66b3147d10e9eb18583524dd2e91.jpg;2;184;1;295;;false;;https://stargift.ru/product/873250943881-nikolay-tsiskaridze-nikita-simonyan-anastasiya-volochkova-fedor-cherenkov-oleg-blokhin-i-drugie;https://stargift.ru/media/523d82fb47b911c415474c2d24225d6d.jpg
529248617921;529248617921;ZrmIXlFo19yZzyPM3y90;"Иван Кожедуб";"Фото с собственноручным обращением и автографом";"Трёхкратный Герой Советского Союза и маршал авиации И.Н. Кожедуб был выдающимся советским лётчиком, ставшим самым результативным асом Великой Отечественной войны, уничтожившим 62 немецких самолёта за два года службы.Такое произведение станет значимым акцентом в интерьере, подчеркивая уважение к военной истории и отечественным достижениям в спорте.";350000;RUB;true;1;Мужчине;"Мужчине;Все RU;История;WWII;Авиация;Руководителю;9 Мая;ВМВ";"Времена года";;;https://stargift.ru/media/c8752b009d57c55a458e96724419d357.jpg;https://stargift.ru/media/c8752b009d57c55a458e96724419d357.jpg|https://stargift.ru/media/856d8622b437bdde8f49401f40857ab8.jpg|https://stargift.ru/media/d6362f190a97e65eb34a5fb0799f1d7a.jpg;3;168;1;105;;false;;https://stargift.ru/product/529248617921-ivan-kozhedub;https://stargift.ru/media/c8752b009d57c55a458e96724419d357.jpg
298792695751;298792695751;nOzOd1yKAG9PM9MvcI7M;"Макс Штирнер и Фридрих Ницше: явления современного духа";"Книга. Шельвин Р., Москва,1909 год";"В представленной в коллекции Stargift книге автор сопоставляет две доктрины крайнего индивидуализма и предоставляет самостоятельный анализ основных проблем философии и этики.Работы Ницше оказали значительное влияние на развитие философии в России на рубеже XIX–XX вв., в то время как идеи Макса Штирнера также затронули русскую культуру. Поиск точек соприкосновения и расхождений между учениями двух философов вызывал интерес у широкого круга образованных людей того времени.Книга станет элегантным дополнением к библиотеке, подчеркивающим интерес к философским дискуссиям и размышлениям о индивидуализме.";250000;RUB;true;1;Мужчине;"Мужчине;Все RU;Книги;Руководителю;Женщине;Литература;Другое - Общее;Психология и философия;Бизнес и индустрия";Гименей;;;https://stargift.ru/media/6961f9dc5d5fd42bb9beccc9ebfae207.jpg;https://stargift.ru/media/6961f9dc5d5fd42bb9beccc9ebfae207.jpg|https://stargift.ru/media/df4731699e059c415ee4d28d001af01a.jpg|https://stargift.ru/media/f5c334fbf6a733ec04bb473a408a4e77.jpg|https://stargift.ru/media/96c85ade4d1be35649bbb6910eab38a3.jpg;4;103;15;180;;false;;https://stargift.ru/product/298792695751-maks-shtirner-i-fridrikh-nitsshe-yavleniya-sovremennogo-dukha;https://stargift.ru/media/6961f9dc5d5fd42bb9beccc9ebfae207.jpg
520403190031;520403190031;c4gTYCmDxujS9l3gZ0U4;Челюсти;"Зуб акулы со съемок к/ф «Челюсти»";"«Челюсти» — американский художественный фильм-триллер режиссера Стивена Спилберга, экранизация одноименного романа Питера Бенчли.Этот фильм-катастрофа стал символом начала эпохи блокбастеров и был отмечен тремя статуэтками Оскара за лучший звук, монтаж и оригинальный саундтрек. Картину отличают мастерски спроектированные шоковые эффекты и точный режиссерский расчет, что сделало ее знаковым событием в кинематографе. Первые кассовые успехи значительно повысили репутацию Спилберга, который на тот момент был всего лишь 28-летним режиссером.Челюсти отлично впишутся в любой современный интерьер, особенно в кабинет или гостиную, добавляя элемент киноистории и стиля.";450000;RUB;true;1;Кино;"Кино;Мужчине;Ребенку;Все RU;Море и флот;Бизнес и индустрия";;;;https://stargift.ru/media/11ba2dbb9e55964cc544fe9c16356a1b.jpg;https://stargift.ru/media/11ba2dbb9e55964cc544fe9c16356a1b.jpg|https://stargift.ru/media/e1cb2af33d7d6680cb68e8ad888a4459.jpg|https://stargift.ru/media/fc191f1a9ab58bbab3406e582d9a552f.jpg;3;48;40;2;;false;;https://stargift.ru/product/520403190031-chelyusti;https://stargift.ru/media/11ba2dbb9e55964cc544fe9c16356a1b.jpg
885756566351;885756566351;u5J4mlh1fxmLIV4yihtM;"Приготовление пищи";"Книга. Баюканский Б.З., Иванков Ф.В., Москва, 1951 год";"Данное издание является предшественником и аналогом большой «Книги о вкусной и здоровой пище», выпущенной в 1952 году, также представленной в коллекции Stargift. В книге содержится множество рецептов холодных закусок, салатов, первых и вторых блюд, соусов, а также мучных и кондитерских изделий.Эта работа стала экспериментом, направленным на создание более доступной кухни, основанной на простых и непритязательных продуктах. В ней можно найти рецепты, такие как «Кильки с отварным картофелем» и «Колбаса вареная, жаренная с картофелем», при этом блюда с картофелем составляют заметную часть предложенных вариантов.Книга станет ценным дополнением для ценителей кулинарного наследия, а также для тех, кто интересуется историей советской кухни.";150000;RUB;true;1;Женщине;"Женщине;Все RU;Книги;Другое история";Гименей;;;https://stargift.ru/media/32709e9d1152e3f1a30d92add3250d3f.jpg;https://stargift.ru/media/32709e9d1152e3f1a30d92add3250d3f.jpg|https://stargift.ru/media/9b03f4211f4ed332a0bb42b68b722520.jpg|https://stargift.ru/media/208e8ebe34111aa7606911ce7714d9e0.jpg|https://stargift.ru/media/95cd7e1a091e1b880e5d8890e83af953.jpg;4;199;12;260;;false;;https://stargift.ru/product/885756566351-prigotovlenie-pischi;https://stargift.ru/media/32709e9d1152e3f1a30d92add3250d3f.jpg
651654844121;651654844121;TiUJgIuhdJ782ApGYs7U;"Письма В.С. Соловьёва";"Книга. Под ред. Э.Л. Радлова, Санкт-Петербург,1911 год";"Владимир Соловьёв — выдающийся русский религиозный мыслитель, мистик и поэт, оказавший значительное влияние на философскую мысль XIX-XX веков.В данной коллекции Stargift представлен третий том собрания писем Соловьёва, подготовленный историком философии Эрнестом Радловым, который также сотрудничал с мыслителем в редакции философской части словаря Брокгауза и Ефрона.Книга станет изысканным дополнением к библиотеке ценителей философии и истории.";250000;RUB;true;1;Мужчине;"Мужчине;Все RU;Книги;Руководителю;Женщине;История;Религия;Другое - Общее;Психология и философия;Бизнес и индустрия";"Времена года";;;https://stargift.ru/media/42d6990cfc78c480b8c38858d5952dea.jpg;https://stargift.ru/media/42d6990cfc78c480b8c38858d5952dea.jpg|https://stargift.ru/media/c1757b3a73e50ed66b3e2d490523f89c.jpg|https://stargift.ru/media/13e2ed9d2ffb094385e2227fff9da27f.jpg|https://stargift.ru/media/91e5792448b6de9812f28ae98a54dbb5.jpg;4;106;23;203;;false;;https://stargift.ru/product/651654844121-pisma-v-s-soloveva;https://stargift.ru/media/42d6990cfc78c480b8c38858d5952dea.jpg
434943448741;434943448741;IZGH9cIy8IgHg8ZxfAb9;"Ларри Бёрд";"Майка с автографом";"Ларри Бёрд — американский баскетболист, проведший всю профессиональную карьеру в клубе НБА «Бостон Селтикс». Олимпийский чемпион, чемпион Универсиады 1977 года, 3-кратный чемпион НБА и трижды признававшийся MVP сезона, он 10 раз входил в символические сборные сезона.Особый дар Берда – трехочковые броски. Он стал первым обладателем титула в конкурсе трехочковых бросков НБА и дважды удерживал звание лучшего дальнобойщика Лиги. Однако его наследие не ограничивается лишь этой статистикой. Берд вошел в историю как игрок-победитель, который вдохновлял команду на успех и помогал партнерам раскрывать свой потенциал.Майка будет изысканным дополнением к интерьеру спортзала или кабинета, подчеркивая вашу приверженность к спорту и культуре баскетбола.";350000;RUB;true;1;Мужчине;"Мужчине;Все RU;Вещи;Баскетбол;Спорт;Новый год";"Dream House, Времена года";;;https://stargift.ru/media/7a9f66c3a8f75ec3a77e18aa4569b230.jpg;https://stargift.ru/media/7a9f66c3a8f75ec3a77e18aa4569b230.jpg|https://stargift.ru/media/74663a26809a56f300b4ee83aac2c09a.jpg;2;838;48;1004;;false;;https://stargift.ru/product/434943448741-larri-berd;https://stargift.ru/media/7a9f66c3a8f75ec3a77e18aa4569b230.jpg
446935212581;446935212581;PnNXnmN9ZIT80LvRSvPS;Декамерон;"Книга в 2-х томах. Боккаччо Д., Ленинград, 1928 год";"Джованни Боккаччо — выдающийся итальянский писатель и поэт эпохи Раннего Возрождения, оказавший значительное влияние на европейскую культуру наряду с Данте и Петраркой. «Декамерон», его главное произведение, представляет собой сборник сатирических рассказов, где каждую историю рассказывают различные персонажи, являющиеся ключевыми фигурами текста.Книга станет изысканным дополнением к библиотеке ценителей классической литературы и искусства, привнесет в интерьер нотку итальянского Возрождения и станет предметом гордости для библиофила.";150000;RUB;true;1;Литература;"Литература;История;Мужчине;Все RU;Книги;Другое Литература";"Dream House";;;https://stargift.ru/media/6009a3c87cfc17aa49f9a338f799fdd5.jpg;https://stargift.ru/media/6009a3c87cfc17aa49f9a338f799fdd5.jpg|https://stargift.ru/media/51ad9e4343b955ed4fc070e82968c9df.jpg|https://stargift.ru/media/b4baf58a45ef184803e987c00dd02af7.jpg|https://stargift.ru/media/585e8d8d748ae6f3179c86e8a4441526.jpg|https://stargift.ru/media/1ea7530335502d872c53e0ba3f68fbea.jpg;5;129;48;178;;false;;https://stargift.ru/product/446935212581-dekameron;https://stargift.ru/media/6009a3c87cfc17aa49f9a338f799fdd5.jpg
